date,jd_ut,Sun,Moon,Jupiter,Saturn,Jupiter_Saturn_sep
1425-07-20,2241739.5,125.1944083717594,185.29201576452076,218.3812356632213,220.81193972981967,2.4307040665983664
1425-07-21,2241740.5,126.15266655781807,198.8082750920441,218.4521896012658,220.83481206642165,2.382622465155862
1425-07-22,2241741.5,127.11115350177192,211.86604714330102,218.52585932336905,220.85927929458606,2.333419971217012
1425-07-23,2241742.5,128.06987956086166,224.52201924915963,218.6022229172673,220.88533717592932,2.2831142586620103
1425-07-24,2241743.5,129.0288557794842,236.85093402726193,218.68125590172164,220.91297871392726,2.231722812205618
1425-07-25,2241744.5,129.98809376496928,248.93450569414367,218.76293191028424,220.94219478328984,2.179262873005598
1425-07-26,2241745.5,130.9476056289675,260.8532657142433,218.84722321315968,220.9729746254377,2.125751412278021
1425-07-27,2241746.5,131.9074040162314,272.68108111280424,218.93410119944468,221.0053063019351,2.07120510249041
1425-07-28,2241747.5,132.86750237884968,284.48190361917307,219.0235369258116,221.0391772598751,2.0156403340634768
1425-07-29,2241748.5,133.82791542270027,296.3082855796963,219.115501756913,221.07457494583952,1.95907318892651
1425-07-30,2241749.5,134.7886595203416,308.2013406593856,219.2099679293892,221.1114873616605,1.9015194322713
1425-07-31,2241750.5,135.74975290546934,320.19204275350273,219.30690901582622,221.14990348695355,1.8429944711273265
1425-08-01,2241751.5,136.71121573933112,332.30377142100883,219.4063003515847,221.18981369630814,1.7835133447234455
1425-08-02,2241752.5,137.6730700275868,344.5557773380594,219.5081194306345,221.23121012958572,1.7230906989512107
1425-08-03,2241753.5,138.63533930358452,356.96701157746423,219.61234610461463,221.2740868884172,1.6617407838025713
1425-08-04,2241754.5,139.59804794011222,9.559678767042108,219.71896237132108,221.31843983644694,1.599477465125858
1425-08-05,2241755.5,140.56122014167235,22.361784024786388,219.82795174294796,221.36426599624448,1.5363142532965242
1425-08-06,2241756.5,141.5248786644796,35.40776678215288,219.93929836915817,221.4115626893272,1.472264320169046
1425-08-07,2241757.5,142.48904333045755,48.73628223511663,220.0529860106705,221.4603265375499,1.4073405268793806
1425-08-08,2241758.5,143.45372921435313,62.38451183048868,220.16899681552061,221.51055227153196,1.3415554560113492
1425-08-09,2241759.5,144.41894444170705,76.37896073616807,220.28730983444453,221.5622313333187,1.2749214988741642
1425-08-10,2241760.5,145.3846883055656,90.723496227213,220.40789979637384,221.6153507544109,1.2074509580370716
1425-08-11,2241761.5,146.35095075547684,105.3867542978597,220.53073690877602,221.66989310521143,1.1391561964354082
1425-08-12,2241762.5,147.317714183911,120.29304067142266,220.655788372643,221.72583817219865,1.0700497995556475
1425-08-13,2241763.5,148.28495742653206,135.32214390509913,220.78302133991596,221.78316607227734,1.0001447323613775
1425-08-14,2241764.5,149.25266054606035,150.32187014729735,220.9124060206385,221.84186041450602,0.929454393867502
1425-08-15,2241765.5,150.2208083809372,165.13198669768525,221.04391724148346,221.90190986541748,0.8579926239340239
1425-08-16,2241766.5,151.18939167867575,179.61230816899663,221.1775336838264,221.9633072848869,0.7857736010604981
1425-08-17,2241767.5,152.15840598536775,193.66519838612203,221.3132353618873,222.0260470562196,0.712811694332288
1425-08-18,2241768.5,153.12784964717292,207.24581680572481,221.45100089270016,222.09012216266947,0.6391212699693085
1425-08-19,2241769.5,154.09772226082612,220.3596794944816,221.59080587154742,222.15552241208252,0.5647165405351018
1425-08-20,2241770.5,155.06802417927744,233.05204219942453,221.73262280224225,222.2222342366796,0.4896114344373643
1425-08-21,2241771.5,156.0387567245043,245.39465678841066,221.87642199875242,222.29024149672549,0.4138194979730656
1425-08-22,2241772.5,157.00992247913643,257.47355012412277,222.02217258722578,222.35952646750656,0.33735388028077296
1425-08-23,2241773.5,157.9815254014976,269.3791708371587,222.1698432334194,222.43007054396867,0.2602273105492543
1425-08-24,2241774.5,158.9535708787723,281.19899204739215,222.3194026017138,222.50185470920985,0.18245210749606144
1425-08-25,2241775.5,159.92606590331815,293.0122420173773,222.4708197534908,222.57485995609218,0.10404020260139646
1425-08-26,2241776.5,160.89901947860983,304.8862876916784,222.624064651592,222.64906778769168,0.025003136099684298
1425-08-27,2241777.5,161.87244311884461,316.8742693568472,222.7791086876471,222.7244607306757,0.054647956971393796
1425-08-28,2241778.5,162.84635123123027,329.01396341315535,222.93592514683394,222.80102279610662,0.13490235072731593
1425-08-29,2241779.5,163.82076128598027,341.32821893928275,223.09448961445014,222.8787398511733,0.2157497632768468
1425-08-30,2241780.5,164.7956937515342,353.8272538938953,223.25478024808763,222.9575998872557,0.29718036083193056
1425-08-31,2241781.5,165.77117155487196,6.512641082045527,223.41677773786245,223.03759298285328,0.37918475500916315
1425-09-01,2241782.5,166.74721906714953,19.382335885301227,223.58046482228983,223.11871082701526,0.46175399527456307
1425-09-02,2241783.5,167.72386057358636,32.435783676815376,223.74582527551678,223.20094575438085,0.5448795211359254
1425-09-03,2241784.5,168.7011184591923,45.67791285196136,223.91284265257667,223.28428950518125,0.6285531473954222
1425-09-04,2241785.5,169.6790112715804,59.120702960562156,224.0814989252307,223.36873194020004,0.7127669850306688
1425-09-05,2241786.5,170.65755192538396,72.78126017749038,224.2517733523183,223.45425995082138,0.7975134014969285
1425-09-06,2241787.5,171.63674629498445,86.67602454910723,224.42364173764844,223.54085681969042,0.8827849179580198
1425-09-07,2241788.5,172.6165925363101,100.8116763798057,224.5970763585753,223.6285022507171,0.9685741078581884
1425-09-08,2241789.5,173.59708164506398,115.17437456474795,224.7720468858033,223.7171734006444,1.054873485158879
1425-09-09,2241790.5,174.57819942934586,129.7202006801604,224.94852232145828,223.80684694964478,1.1416753718135055
1425-09-10,2241791.5,175.55992939558743,144.3707336797384,225.1264734446228,223.89750161102936,1.228971833593448
1425-09-11,2241792.5,176.54225558194872,159.0173752198443,225.30587470933585,223.98912010341485,1.3167546059210053
1425-09-12,2241793.5,177.5251642221481,173.53538031307576,225.48670467094885,224.08168955121425,1.4050151197345997
1425-09-13,2241794.5,178.50864381043968,187.80428082678768,225.6689445674922,224.17520003262462,1.4937445348675737
1425-09-14,2241795.5,179.49268404001202,201.7281547736756,225.85257584263658,224.26964198333854,1.5829338592980378
1425-09-15,2241796.5,180.47727461945306,215.2493824193333,226.03757776178333,224.36500369427588,1.6725740675074405
1425-09-16,2241797.5,181.4624048469237,228.35299032974268,226.22392625738635,224.46127000477114,1.7626562526152156
