body_a,body_b,date,jd_ut,separation_deg,ecliptic_longitude_deg,solar_elongation_deg,event_class
Mercury,Jupiter,1417-03-04 03:06 UT (Julian),2238679.629166653,0.0004750541111775419,338.92003684033466,13.273250637524143,close_conjunction
Venus,Mars,1417-03-21 19:32 UT (Julian),2238697.3138888725,0.00016518252931518873,39.56432590999291,29.909659276021785,close_conjunction
Venus,Saturn,1417-06-02 05:38 UT (Julian),2238769.7347222073,0.0003050892880196443,123.43125839976601,43.871244675425004,close_conjunction
Mercury,Mars,1417-07-01 13:33 UT (Julian),2238799.064583317,0.00010498375766587742,107.94537291641399,0.42640650410947956,close_conjunction
Mercury,Saturn,1417-07-11 11:22 UT (Julian),2238808.973611096,0.0006147925761013084,128.05653546453038,11.076764029242582,close_conjunction
Mars,Saturn,1417-08-07 05:56 UT (Julian),2238835.747222207,7.297927018612427e-05,131.47989116842507,11.194155812470996,close_conjunction
Mercury,Venus,1417-08-15 03:41 UT (Julian),2238843.6534722084,1.6243611412392056e-05,177.27321925279924,26.95672501717101,close_conjunction
Venus,Mars,1417-09-23 09:34 UT (Julian),2238882.898611097,0.00017038066229702054,161.36046925278134,27.353297625822137,close_conjunction
Venus,Mars,1417-11-14 05:04 UT (Julian),2238934.711111096,2.5886665298457956e-05,193.91565279964001,46.770160653281096,close_conjunction
Mercury,Jupiter,1418-03-11 04:49 UT (Julian),2239051.7006944297,0.0004595952287331784,8.350838036192746,9.391102210104123,close_conjunction
Venus,Jupiter,1418-04-17 17:29 UT (Julian),2239089.228472207,3.0291038854102226e-05,17.333332146914724,18.326546343302198,close_conjunction
Mercury,Venus,1418-04-27 21:04 UT (Julian),2239099.377777764,0.00023864869700673808,29.756639497240148,15.702768010111498,close_conjunction
Mercury,Venus,1418-06-12 19:55 UT (Julian),2239145.3298610947,0.0002607947375850017,86.06820280278706,3.3631666708504326,close_conjunction
Mercury,Saturn,1418-07-11 06:15 UT (Julian),2239173.760416651,0.0003264640430700183,139.90188823086083,23.35681378774933,close_conjunction
Venus,Saturn,1418-07-28 05:45 UT (Julian),2239190.739583318,5.6029468936458215e-05,141.9991874437692,9.193600602677634,close_conjunction
Mercury,Venus,1418-08-14 11:24 UT (Julian),2239207.974999985,9.65173621239046e-05,163.30256143739865,13.881190413569612,close_conjunction
Mars,Jupiter,1419-02-17 02:33 UT (Julian),2239394.606249983,9.916744846805159e-05,31.99500102138057,55.262540681220685,close_conjunction
Venus,Jupiter,1419-03-07 16:34 UT (Julian),2239413.190277763,6.975184959401304e-05,35.62619095642717,40.384573934198556,close_conjunction
