year,month,decimal_year,body,longitude_deg
1422,3,1422.2083333333333,Mars,308.55672620866187
1422,3,1422.2083333333333,Jupiter,126.68423024449692
1422,3,1422.2083333333333,Saturn,188.7484213428499
1422,4,1422.2916666666667,Mercury,36.14108779889819
1422,4,1422.2916666666667,Venus,78.96296814546503
1422,4,1422.2916666666667,Mars,331.8461455172975
1422,4,1422.2916666666667,Jupiter,127.2521778155853
1422,4,1422.2916666666667,Saturn,186.47083882822108
1422,5,1422.375,Mercury,85.33959609086293
1422,5,1422.375,Venus,102.36557414394355
1422,5,1422.375,Mars,354.15047089542907
1422,5,1422.375,Jupiter,130.32087948991523
1422,5,1422.375,Saturn,185.10397792289584
1422,6,1422.4583333333333,Mercury,81.71180585501874
1422,6,1422.4583333333333,Venus,103.3522259924537
1422,6,1422.4583333333333,Mars,16.38703362841862
1422,6,1422.4583333333333,Jupiter,135.34974066542645
1422,6,1422.4583333333333,Saturn,185.15214678319697
1422,7,1422.5416666666667,Mercury,108.30014904459952
1422,7,1422.5416666666667,Venus,90.74229501478979
1422,7,1422.5416666666667,Mars,36.341376075182076
1422,7,1422.5416666666667,Jupiter,141.31309089959552
1422,7,1422.5416666666667,Saturn,186.64816586335652
1422,8,1422.625,Mercury,167.37219943791573
1422,8,1422.625,Venus,105.75592058431747
1422,8,1422.625,Mars,54.04776108225441
1422,8,1422.625,Jupiter,147.98614481245315
1422,8,1422.625,Saturn,189.3865671049583
1422,9,1422.7083333333333,Mercury,205.69593143373402
1422,9,1422.7083333333333,Venus,135.1908143003649
1422,9,1422.7083333333333,Mars,66.28954476400537
1422,9,1422.7083333333333,Jupiter,154.59556332991284
1422,9,1422.7083333333333,Saturn,192.8822975967407
1422,10,1422.7916666666667,Mercury,192.86675206079477
1422,10,1422.7916666666667,Venus,168.79697964093586
1422,10,1422.7916666666667,Mars,68.50935765913502
1422,10,1422.7916666666667,Jupiter,160.33133046167026
1422,10,1422.7916666666667,Saturn,196.50215464338254
1422,11,1422.875,Mercury,235.32121882859036
1422,11,1422.875,Venus,205.934622144018
1422,11,1422.875,Mars,59.02097588964513
1422,11,1422.875,Jupiter,164.83259587510852
1422,11,1422.875,Saturn,199.95234190854248
1422,12,1422.9583333333333,Mercury,282.97137169667
1422,12,1422.9583333333333,Venus,242.92216422150156
1422,12,1422.9583333333333,Mars,52.054028922139686
1422,12,1422.9583333333333,Jupiter,166.99920181932004
1422,12,1422.9583333333333,Saturn,202.4786015397964
1423,1,1423.0416666666667,Mercury,308.9949205497492
1423,1,1423.0416666666667,Venus,281.5102936534353
1423,1,1423.0416666666667,Mars,56.33477252435997
1423,1,1423.0416666666667,Jupiter,166.34055447442617
1423,1,1423.0416666666667,Saturn,203.74624174960152
1423,2,1423.125,Mercury,308.32540255715685
1423,2,1423.125,Venus,320.1350740225202
1423,2,1423.125,Mars,68.01927015911612
1423,2,1423.125,Jupiter,163.11083412388888
1423,2,1423.125,Saturn,203.37702574338522
1423,3,1423.2083333333333,Mercury,350.2890344233635
1423,3,1423.2083333333333,Venus,354.9221593197822
1423,3,1423.2083333333333,Mars,81.66022782111843
1423,3,1423.2083333333333,Jupiter,159.60555117509747
1423,3,1423.2083333333333,Saturn,201.82068463580632
1423,4,1423.2916666666667,Mercury,51.534815480875146
1423,4,1423.2916666666667,Venus,33.254483115885655
1423,4,1423.2916666666667,Mars,98.47553809681064
1423,4,1423.2916666666667,Jupiter,157.30699623069918
1423,4,1423.2916666666667,Saturn,199.5108241078915
1423,5,1423.375,Mercury,67.710158803378
1423,5,1423.375,Venus,70.16783031894063
1423,5,1423.375,Mars,115.72168884419993
1423,5,1423.375,Jupiter,157.7321974388525
1423,5,1423.375,Saturn,197.7093718658985
1423,6,1423.4583333333333,Mercury,70.24658685243647
1423,6,1423.4583333333333,Venus,108.16976012979329
1423,6,1423.4583333333333,Mars,134.2238588832029
1423,6,1423.4583333333333,Jupiter,160.73979931001918
1423,6,1423.4583333333333,Saturn,197.1103997738932
1423,7,1423.5416666666667,Mercury,125.42268325286298
1423,7,1423.5416666666667,Venus,144.80123144461157
1423,7,1423.5416666666667,Mars,152.69579648967462
1423,7,1423.5416666666667,Jupiter,165.47652774431089
1423,7,1423.5416666666667,Saturn,197.99970973675568
1423,8,1423.625,Mercury,176.02577402661325
1423,8,1423.625,Venus,182.3823994602585
1423,8,1423.625,Mars,172.38282408201687
1423,8,1423.625,Jupiter,171.5503360979916
1423,8,1423.625,Saturn,200.25673245295343
1423,9,1423.7083333333333,Mercury,185.6207481820031
1423,9,1423.7083333333333,Venus,219.47308766661504
1423,9,1423.7083333333333,Mars,192.74020396628396
1423,9,1423.7083333333333,Jupiter,178.18806058551365
1423,9,1423.7083333333333,Saturn,203.46834555740577
1423,10,1423.7916666666667,Mercury,197.04586122617604
1423,10,1423.7916666666667,Venus,254.52663156474497
1423,10,1423.7916666666667,Mars,213.1425439425757
1423,10,1423.7916666666667,Jupiter,184.57394284561866
1423,10,1423.7916666666667,Saturn,207.01641775733611
1423,11,1423.875,Mercury,246.6848749313172
1423,11,1423.875,Venus,288.74086038518743
1423,11,1423.875,Mars,234.98950585861047
1423,11,1423.875,Jupiter,190.4859976989654
1423,11,1423.875,Saturn,210.610474508373
1423,12,1423.9583333333333,Mercury,291.4202085988194
1423,12,1423.9583333333333,Venus,316.29178176896363
1423,12,1423.9583333333333,Mars,256.86186989783715
1423,12,1423.9583333333333,Jupiter,194.81418222234495
1423,12,1423.9583333333333,Saturn,213.4886383784193
1424,1,1424.0416666666667,Mercury,281.0042562738259
1424,1,1424.0416666666667,Venus,326.1959540487664
1424,1,1424.0416666666667,Mars,280.1366017049278
1424,1,1424.0416666666667,Jupiter,197.0108125132047
1424,1,1424.0416666666667,Saturn,215.3099957892112
1424,2,1424.125,Mercury,315.41132332786873
1424,2,1424.125,Venus,311.4715230900305
1424,2,1424.125,Mars,303.9268825524926
1424,2,1424.125,Jupiter,196.29451555677346
1424,2,1424.125,Saturn,215.57613166710925
1424,3,1424.2083333333333,Mercury,8.29153744803855
1424,3,1424.2083333333333,Venus,320.6577564985272
1424,3,1424.2083333333333,Mars,326.4174616343651
1424,3,1424.2083333333333,Jupiter,193.33267440379603
1424,3,1424.2083333333333,Saturn,214.41991144500352
1424,4,1424.2916666666667,Mercury,50.178134670103304
