body_a,body_b,date,jd_ut,longitude_difference_deg,angular_separation_deg,ecliptic_longitude_deg,solar_elongation_deg,event_class
Mercury,Saturn,1406-02-14 07:38 UT (Julian),2234643.8180555394,0.00047992131516139125,0.2572891947933595,337.9117944081744,3.824624073542225,longitude_conjunction
Mercury,Jupiter,1406-02-26 15:16 UT (Julian),2234656.1361110974,0.0004188713284918322,1.6469027900112863,1.284345477859573,14.888671372937836,longitude_conjunction
Mercury,Jupiter,1406-03-31 04:50 UT (Julian),2234688.701388874,6.315215495078519e-05,2.0862642407140313,9.121533207153957,9.392783286451078,longitude_conjunction
Mercury,Jupiter,1406-04-22 23:40 UT (Julian),2234711.486111096,0.0001880004093095522,1.9431482932720898,14.472783161800882,26.17013947672777,longitude_conjunction
Mercury,Venus,1406-06-14 21:45 UT (Julian),2234764.406249986,0.0005461119125129699,3.48946266575454,109.94609326515392,18.639435113030913,longitude_conjunction
Mercury,Mars,1406-07-10 15:12 UT (Julian),2234790.13333332,0.3477795945597393,3.1110686541165196,142.01539347867634,26.173571819940662,longitude_conjunction
Mercury,Mars,1406-09-18 07:58 UT (Julian),2234859.831944428,2.352120674231628e-06,0.24034910551305974,186.98726210929732,3.617872774324951,longitude_conjunction
Mercury,Mars,1406-11-30 11:53 UT (Julian),2234932.995138874,1.0340328088886963e-05,2.795651630836779,237.21103531676266,19.68676457980166,longitude_conjunction
Mercury,Mars,1406-12-08 00:03 UT (Julian),2234940.502083318,1.0569115033831622e-05,2.170253356665102,242.5752356681931,21.972710646536143,longitude_conjunction
Venus,Mars,1406-12-27 17:29 UT (Julian),2234960.228472207,6.881549779791385e-06,1.251286940780957,256.85203498046474,27.8088447508876,longitude_conjunction
Mercury,Saturn,1407-02-12 19:59 UT (Julian),2235007.3326388723,0.00046097379072307376,2.4244580240172926,348.69628973016273,16.33732376936001,longitude_conjunction
Mercury,Saturn,1407-03-11 00:25 UT (Julian),2235033.5173610956,0.0001096264173270356,4.692022590094814,351.9369514903332,6.499797802792102,longitude_conjunction
Mercury,Venus,1407-03-12 23:09 UT (Julian),2235035.4645833187,0.00031191709825861835,3.6729223081098556,350.43204768847363,9.929227896806651,longitude_conjunction
Venus,Saturn,1407-03-14 12:42 UT (Julian),2235037.029166651,0.00019743064206068084,0.572903845358703,352.37188903016016,9.53404884334509,longitude_conjunction
Mercury,Saturn,1407-04-04 03:31 UT (Julian),2235057.646527764,3.9520639290913095e-05,0.2896226265612412,354.8491794057711,27.273810538755015,longitude_conjunction
Venus,Jupiter,1407-04-23 24:00 UT (Julian),2235077.4999999846,9.243227160027345e-05,0.2191445814777194,42.372809558573124,0.9908212536700489,longitude_conjunction
Mercury,Jupiter,1407-05-06 05:51 UT (Julian),2235089.7437499845,0.00016434518445862523,0.21990555036115095,45.26587501493294,7.904763232404207,longitude_conjunction
Mars,Saturn,1407-05-11 16:08 UT (Julian),2235095.172222208,0.00019128335503637572,0.549935555520866,358.6362642741726,59.74553031471277,longitude_conjunction
Mercury,Venus,1407-05-19 04:50 UT (Julian),2235102.701388874,0.00030228637814389003,1.1306887720245549,73.36174710219612,7.7705105763379265,longitude_conjunction
Mercury,Venus,1407-07-01 04:09 UT (Julian),2235145.6729166526,0.000254562978739159,4.620569790771633,126.01622078785455,19.43868724951787,longitude_conjunction
Mars,Jupiter,1407-08-17 03:59 UT (Julian),2235192.665972208,4.0350758638396655e-05,0.16537716901695124,64.40755041873857,87.28522910986146,longitude_conjunction
Mercury,Venus,1408-01-25 15:46 UT (Julian),2235354.1569444304,1.6249975999471644e-05,7.740125196588996,329.1324938479471,15.331435368409359,longitude_conjunction
Mercury,Saturn,1408-04-07 04:40 UT (Julian),2235426.69444443,1.24358328434937e-05,0.18164704973623727,6.702932267391114,19.127761911879844,longitude_conjunction
Venus,Saturn,1408-05-07 02:43 UT (Julian),2235456.6131944275,0.00012175232555478033,0.43460291739954837,10.085360216735731,44.64923189287748,longitude_conjunction
Mercury,Jupiter,1408-05-10 01:09 UT (Julian),2235459.547916651,0.00018157070377355922,2.3515302806635847,73.11351735526497,15.564043892644122,longitude_conjunction
Venus,Jupiter,1408-07-13 23:05 UT (Julian),2235524.4618055406,1.424041747100091e-05,0.6965767049727679,87.69119386477848,31.828935428202158,longitude_conjunction
Mercury,Mars,1408-09-05 18:49 UT (Julian),2235578.284027762,0.00020359611994535953,1.220365046565357,191.5687602085038,20.02245332040374,longitude_conjunction
Mercury,Mars,1408-10-13 11:49 UT (Julian),2235615.9923610957,5.5343463060353315e-05,1.7542444373441808,217.31403229420846,8.429241972980606,longitude_conjunction
Mercury,Venus,1408-10-20 09:40 UT (Julian),2235622.902777764,0.0007185516872141307,0.5753460990071445,208.8130478892099,7.001763946494435,longitude_conjunction
Venus,Mars,1408-11-14 02:13 UT (Julian),2235647.5923610944,0.00018010475258734004,0.5927247070928567,239.8569171450451,0.8876816731403494,longitude_conjunction
Mercury,Mars,1408-12-03 05:51 UT (Julian),2235666.7437499845,9.509730472245792e-05,0.28496723640584654,253.93473223792256,6.289091761941336,longitude_conjunction
Mercury,Venus,1408-12-30 11:25 UT (Julian),2235693.9756944296,1.8462673835983878e-05,0.7247665488578559,298.1857739513654,10.200545093203345,longitude_conjunction
Mercury,Venus,1409-01-22 02:29 UT (Julian),2235716.6034722053,0.00029293051449030827,3.4990026841288695,326.52614103084477,15.551958669692112,longitude_conjunction
Mercury,Mars,1409-02-17 15:35 UT (Julian),2235743.1493055415,0.00012325438387961185,2.047486608925916,312.4680850546425,25.23010272227799,longitude_conjunction
Mercury,Mars,1409-02-28 10:38 UT (Julian),2235753.9430555413,4.873568684615748e-06,0.12451130056758138,320.9026644316773,27.560324540316117,longitude_conjunction
Venus,Saturn,1409-03-01 01:43 UT (Julian),2235754.5715277614,2.575708796825893e-05,1.654311254310737,13.615629207908817,24.52809524041828,longitude_conjunction
Mercury,Saturn,1409-04-05 09:42 UT (Julian),2235789.904166653,0.0003818009053873084,1.0874790881937948,18.05008919208956,5.800316649713693,longitude_conjunction
Venus,Jupiter,1409-05-12 07:06 UT (Julian),2235826.795833317,1.641643655148073e-05,2.022212328757905,99.73455359552622,40.26216907131814,longitude_conjunction
Mars,Saturn,1409-05-20 20:34 UT (Julian),2235835.3569444274,4.678191842799606e-05,1.2768154980333741,23.43037965290492,44.239568532308624,longitude_conjunction
Mercury,Jupiter,1409-07-16 18:08 UT (Julian),2235892.2555555403,0.0002720966323010998,0.8522109280222305,113.79880869055295,8.166031143702412,longitude_conjunction
Mercury,Venus,1409-08-21 20:21 UT (Julian),2235928.3479166497,0.0003657039343067936,6.9865255453011965,178.93347992067623,22.190716943397035,longitude_conjunction
Mercury,Saturn,1410-04-02 09:50 UT (Julian),2236151.909722208,0.00020539677998954176,2.744078050382788,29.451545410781293,8.749437868196424,longitude_conjunction
Mars,Jupiter,1410-04-21 04:06 UT (Julian),2236170.670833319,9.067106589100149e-05,1.0998744121625352,123.57555859288297,84.65688232618851,longitude_conjunction
Venus,Saturn,1410-05-01 04:27 UT (Julian),2236180.6854166524,0.00026527052116875893,0.9202730599973395,33.13776262500597,15.437517701701324,longitude_conjunction
Mercury,Venus,1410-05-22 12:44 UT (Julian),2236202.0305555398,0.00043163593929307353,3.0032134549684026,59.26662022071803,9.771478242859331,longitude_conjunction
Mercury,Venus,1410-07-11 18:53 UT (Julian),2236252.28680554,0.00012920026520646388,0.6095680691751789,121.01123980578286,4.032031048657075,longitude_conjunction
Mercury,Jupiter,1410-07-21 02:17 UT (Julian),2236261.595138872,0.0003835270663046231,0.7011993541418463,139.02914951023996,13.144835670691123,longitude_conjunction
Venus,Jupiter,1410-07-27 12:09 UT (Julian),2236268.0062499847,0.0002526719810589384,0.5798286184708159,140.41208206555532,8.377572095078534,longitude_conjunction
Mercury,Venus,1410-09-04 14:28 UT (Julian),2236307.102777761,0.00043584273186070277,4.836477970535191,188.76289379861865,18.847387833697297,longitude_conjunction
Venus,Mars,1410-10-01 22:29 UT (Julian),2236334.436805541,6.775227399202777e-05,0.07521264851251244,222.53026578371876,25.652754569875754,longitude_conjunction
Mercury,Mars,1410-11-23 08:34 UT (Julian),2236386.8569444274,0.00014739084701886895,1.296524854269617,260.9745577826908,11.30773947144911,longitude_conjunction
Mercury,Mars,1410-12-28 23:06 UT (Julian),2236422.462499985,0.000692303840992281,3.819832775789311,288.40091772776356,2.4459587173161026,longitude_conjunction
Mercury,Mars,1411-02-25 16:43 UT (Julian),2236481.1965277633,0.00010487194759889462,1.0728377671343396,334.6369433502182,10.617240746000391,longitude_conjunction
Venus,Saturn,1411-03-12 08:35 UT (Julian),2236495.8576388718,6.977041056188682e-05,7.712809222633113,39.0008239670894,39.20439104662535,longitude_conjunction
Venus,Saturn,1411-04-02 06:09 UT (Julian),2236516.7562499847,4.2833204361159005e-06,8.766682253697777,41.46782361539564,21.14977708860414,longitude_conjunction
Mercury,Venus,1411-04-03 06:01 UT (Julian),2236517.750694429,6.283776070858949e-05,3.965595651930693,41.163437962376285,19.87515745604034,longitude_conjunction
Mercury,Saturn,1411-04-03 17:18 UT (Julian),2236518.2208333183,0.00016392044466329025,4.80473836864338,41.65012043166175,19.903361768600035,longitude_conjunction
Mercury,Saturn,1411-04-23 15:40 UT (Julian),2236538.152777764,9.685979645723819e-05,2.438874309723569,44.19917481847401,3.1169304966827553,longitude_conjunction
Venus,Mars,1411-05-03 21:46 UT (Julian),2236548.4069444304,0.0001467496821021541,1.9089572122209757,26.30464400408079,24.65696659211926,longitude_conjunction
Mercury,Saturn,1411-05-25 11:56 UT (Julian),2236569.997222207,0.00010846230233596543,1.2073372080222358,48.27093599120498,23.37159297582795,longitude_conjunction
Mars,Saturn,1411-06-04 16:42 UT (Julian),2236580.195833319,0.0001940625381848804,1.6740245522809227,49.496634313694514,31.87813736331009,longitude_conjunction
Venus,Saturn,1411-06-20 22:12 UT (Julian),2236596.424999986,5.0010469919925526e-05,1.3213235164660613,51.29765790748271,45.54450228378565,longitude_conjunction
Venus,Mars,1411-07-20 10:23 UT (Julian),2236625.9326388747,3.2268908455534984e-05,2.696309633363787,81.04890055589783,43.97068441966445,longitude_conjunction
Mercury,Jupiter,1411-08-03 04:33 UT (Julian),2236639.689583319,0.00016743891427495328,3.1259657609300566,165.57310193367854,27.341718214803024,longitude_conjunction
Mercury,Jupiter,1411-08-23 03:55 UT (Julian),2236659.6631944305,0.00022519133946730108,5.377135660559236,169.74741060538156,12.19724455586055,longitude_conjunction
Mercury,Jupiter,1411-09-25 02:31 UT (Julian),2236692.604861094,0.0001453038840395493,0.8278176590592884,176.8508812862444,13.0125025460558,longitude_conjunction
Venus,Jupiter,1411-10-13 04:27 UT (Julian),2236710.6854166524,0.00010181236081052703,0.4503011060330199,180.6397066505787,27.216645690801755,longitude_conjunction
Mercury,Venus,1411-12-19 05:32 UT (Julian),2236777.7305555404,0.0004996815891900042,3.166927507399316,264.5459704138817,11.245695801371028,longitude_conjunction
Mercury,Venus,1412-02-26 07:46 UT (Julian),2236846.8236110946,0.00014170081198017215,0.3711943769329157,351.11219188494783,5.474902156244923,longitude_conjunction
Mercury,Venus,1412-03-27 06:04 UT (Julian),2236876.7527777622,0.00021766585481941547,3.72155060051216,28.216773201433224,13.027715661273334,longitude_conjunction
Venus,Saturn,1412-04-18 18:50 UT (Julian),2236899.284722206,2.5158355811072397e-05,2.0557493122502066,55.90695365940758,18.79454598755666,longitude_conjunction
Mercury,Saturn,1412-05-26 08:57 UT (Julian),2236936.8729166496,0.0002784083114875102,0.9965418393049521,60.77150285953288,12.431385132978505,longitude_conjunction
Mars,Jupiter,1412-07-19 13:42 UT (Julian),2236991.070833317,0.00013767178651846734,1.16800878125918,187.57448001505395,62.651905896773826,longitude_conjunction
Venus,Jupiter,1412-08-11 12:09 UT (Julian),2237014.0062499847,0.00024222863063982913,1.919831752368823,191.38253926707807,44.39598153804198,longitude_conjunction
Venus,Mars,1412-09-08 23:09 UT (Julian),2237042.4645833187,1.570687376784008e-05,2.6091020555196685,221.22412114628384,46.52649591677513,longitude_conjunction
Mercury,Jupiter,1412-10-01 03:47 UT (Julian),2237064.657638875,0.000487523330662043,0.7650253033573432,201.7548186331207,5.138304868794137,longitude_conjunction
Venus,Mars,1412-10-21 21:38 UT (Julian),2237085.401388875,6.155807801633273e-05,4.275306647257915,252.18952220374945,34.83354045415521,longitude_conjunction
Mercury,Venus,1412-11-04 14:47 UT (Julian),2237099.115972205,0.0003337861780323692,1.46166230848845,252.40742559300006,21.22262119907046,longitude_conjunction
Mercury,Mars,1413-02-11 17:45 UT (Julian),2237198.239583318,0.0003753660564598249,0.15881001073019582,340.11810264767416,8.298243361920242,longitude_conjunction
Mercury,Mars,1413-03-16 23:07 UT (Julian),2237231.4631944294,0.00032899867827040907,3.6108546978984712,5.857650795794365,1.0037929214255996,longitude_conjunction
Mercury,Mars,1413-05-11 11:24 UT (Julian),2237286.974999985,6.473508511817272e-05,0.8818485867131807,47.02489026540796,11.705178726419831,longitude_conjunction
Mercury,Saturn,1413-05-23 10:59 UT (Julian),2237298.957638874,0.00018543707767548767,2.35733018300626,72.70065015483476,2.506982465968264,longitude_conjunction
Venus,Mars,1413-06-17 02:29 UT (Julian),2237323.6034722053,1.575553631028015e-05,1.0322879190733303,72.70577724359987,20.994291860931412,longitude_conjunction
Venus,Saturn,1413-06-20 00:55 UT (Julian),2237326.5381944287,0.0001132688776692703,0.6506779018162546,76.26776479759529,20.228227606392238,longitude_conjunction
Mars,Saturn,1413-06-22 20:01 UT (Julian),2237329.334027761,0.0001659803861286946,1.62367624773719,76.61734700203286,22.54315325635139,longitude_conjunction
Mercury,Venus,1413-07-30 12:50 UT (Julian),2237367.034722206,0.0004801705238435261,4.708623552851785,125.83669275685683,9.379374721688748,longitude_conjunction
Mercury,Venus,1413-09-06 23:31 UT (Julian),2237405.479861096,2.5775152124651868e-05,0.02951799578483684,173.54847275996644,1.0346148168234208,longitude_conjunction
Mercury,Jupiter,1413-10-11 18:01 UT (Julian),2237440.250694429,7.093286370718488e-05,3.01629448435792,227.83024666783075,20.896480985763702,longitude_conjunction
Venus,Jupiter,1413-10-22 05:38 UT (Julian),2237450.7347222073,0.00020323886965911697,0.6578700690879071,230.11401537560732,12.67010128507573,longitude_conjunction
Mercury,Venus,1413-11-03 23:37 UT (Julian),2237463.4840277624,0.0003158737467856554,1.0829750753658325,246.06639126068148,15.767299216975431,longitude_conjunction
Mercury,Jupiter,1413-11-14 00:23 UT (Julian),2237473.515972207,0.0003657697839969387,0.8826354832052894,235.18977387466623,5.266406454712268,longitude_conjunction
Mercury,Jupiter,1413-12-03 19:32 UT (Julian),2237493.3138888725,0.00012082433846671847,1.0980348075515698,239.56131832234763,21.034911945956196,longitude_conjunction
Venus,Saturn,1414-04-17 11:09 UT (Julian),2237627.9645833187,8.87641681401874e-05,4.342930251073308,80.7948319877196,45.423404888305356,longitude_conjunction
Mercury,Saturn,1414-05-21 04:47 UT (Julian),2237661.699305541,0.0005609725365616214,2.923007531918848,84.76593253785514,16.959597649739862,longitude_conjunction
Mercury,Venus,1414-06-07 00:55 UT (Julian),2237678.5381944287,0.00018076913926279303,0.9962227394845269,109.14699124577827,25.27064724772231,longitude_conjunction
Venus,Saturn,1414-07-19 22:58 UT (Julian),2237721.45694443,0.6834763476004468,5.485659996651178,92.72410971737126,32.10831115100348,longitude_conjunction
Mars,Jupiter,1414-09-27 20:36 UT (Julian),2237791.358333316,2.8444680140182754e-06,1.701209927836189,250.39628619562927,57.5379248562775,longitude_conjunction
Mercury,Jupiter,1414-12-16 11:56 UT (Julian),2237870.997222207,0.00022914481354519012,1.4089835662187442,267.2579348119625,6.024997692457191,longitude_conjunction
Venus,Jupiter,1415-01-08 19:28 UT (Julian),2237894.311111095,0.0002447461637871129,0.24507964890544087,272.53749638682245,24.496611381841433,longitude_conjunction
Mercury,Venus,1415-02-18 10:59 UT (Julian),2237934.957638874,0.00038609124345612145,3.922497149082988,323.16153642417953,14.907053919652242,longitude_conjunction
Mercury,Venus,1415-04-20 22:49 UT (Julian),2237996.4506944297,0.0002832873769307298,0.7426028136276202,39.30534118771642,0.793883727327426,longitude_conjunction
Mercury,Mars,1415-04-25 16:08 UT (Julian),2238001.172222208,0.00010303597798611008,0.6636283452981985,49.5405059851488,6.471716624727719,longitude_conjunction
Venus,Mars,1415-05-04 01:44 UT (Julian),2238009.572222206,0.00015325482524986,0.5000532422352946,55.45518177047604,4.2995388959849095,longitude_conjunction
Mercury,Saturn,1415-06-02 10:29 UT (Julian),2238038.936805541,0.38172918716068693,0.7678604667245541,98.48918299297047,19.233751570955576,longitude_conjunction
Mercury,Venus,1415-06-07 16:11 UT (Julian),2238044.1743055414,0.0004399470771545566,3.4437644307455337,97.92763147013555,13.67633480291829,longitude_conjunction
Venus,Saturn,1415-06-08 23:07 UT (Julian),2238045.4631944294,0.0001443757129493406,1.3854093342992613,99.50742963176265,14.026988263425608,longitude_conjunction
Mercury,Mars,1415-06-23 13:19 UT (Julian),2238060.054861095,4.755119272203956e-05,5.44811677983169,89.88107193022785,9.50393754109379,longitude_conjunction
Mars,Saturn,1415-07-15 08:02 UT (Julian),2238081.8347222055,0.00012616355172667681,1.1199625191233622,104.21213707263136,15.96382733511075,longitude_conjunction
Mercury,Saturn,1415-07-16 15:52 UT (Julian),2238083.161111097,0.0004270889203326078,0.016700891743633678,104.38005674619245,17.064751325551242,longitude_conjunction
Mercury,Mars,1415-07-17 08:49 UT (Julian),2238083.867361094,0.00031870628723140726,0.9958561947582967,105.53565779318315,16.584906945736122,longitude_conjunction
Venus,Jupiter,1415-11-12 23:22 UT (Julian),2238202.473611096,0.00014352321954902436,2.501776970350673,285.924506745149,47.01690219990846,longitude_conjunction
Mercury,Jupiter,1415-12-26 11:01 UT (Julian),2238245.959027763,1.2663451798289316e-05,1.5569712081268665,295.4454737124318,12.259786877551733,longitude_conjunction
Mercury,Jupiter,1416-02-03 22:10 UT (Julian),2238285.423611097,0.00019197815026927856,3.2845533163108476,304.7574038242408,18.471721720908022,longitude_conjunction
Mercury,Jupiter,1416-02-14 05:52 UT (Julian),2238295.744444429,2.7671127611483826e-05,1.1359683571302828,307.1164344541952,26.48424799532586,longitude_conjunction
Mercury,Venus,1416-02-21 10:03 UT (Julian),2238302.9187499858,0.0002528142562141511,7.932637012154139,313.44318149563736,27.33483237572699,longitude_conjunction
Mercury,Saturn,1416-07-14 01:43 UT (Julian),2238446.5715277614,0.0004306566832212866,1.219373191803159,116.37096442506568,3.3239854944716,longitude_conjunction
Venus,Saturn,1416-08-08 23:42 UT (Julian),2238472.487499985,4.838649454086408e-05,0.0008784940846720461,119.64858793015252,24.941113810177,longitude_conjunction
Mercury,Venus,1416-09-30 01:30 UT (Julian),2238524.5624999837,0.0003406805260794954,1.334003154297605,184.0049127074035,11.55770078482442,longitude_conjunction
Mercury,Venus,1416-11-13 18:47 UT (Julian),2238569.282638873,6.627305768347469e-05,0.989649713971018,240.15383563663846,0.3394680408578665,longitude_conjunction
Mars,Jupiter,1416-12-01 17:53 UT (Julian),2238587.245138874,0.00015520831919957345,0.23601988999964546,318.19992895171686,59.43907642279663,longitude_conjunction
Mercury,Venus,1417-01-02 07:11 UT (Julian),2238618.7993055396,0.00013542239855723892,3.3380844856774887,302.4076671974642,11.484004948528764,longitude_conjunction
Venus,Jupiter,1417-01-23 22:49 UT (Julian),2238640.4506944297,5.566893889863422e-06,0.5414449622664705,329.50603138378676,16.59695465204402,longitude_conjunction
Mercury,Jupiter,1417-03-04 03:06 UT (Julian),2238679.629166653,0.0004750541111775419,1.2155743443277789,338.92003684033466,13.273250637524143,longitude_conjunction
Venus,Mars,1417-03-21 19:32 UT (Julian),2238697.3138888725,0.00016518252931518873,0.07927025712176941,39.56432590999291,29.909659276021785,longitude_conjunction
Venus,Saturn,1417-06-02 05:38 UT (Julian),2238769.7347222073,0.0003050892880196443,1.3520372923299593,123.43125839976601,43.871244675425004,longitude_conjunction
Mercury,Mars,1417-07-01 13:33 UT (Julian),2238799.064583317,0.00010498375766587742,0.5359274385161218,107.94537291641399,0.42640650410947956,longitude_conjunction
Mercury,Saturn,1417-07-11 11:22 UT (Julian),2238808.973611096,0.0006147925761013084,0.94168815603818,128.05653546453038,11.076764029242582,longitude_conjunction
Mars,Saturn,1417-08-07 05:56 UT (Julian),2238835.747222207,7.297927018612427e-05,0.3053914179117087,131.47989116842507,11.194155812470996,longitude_conjunction
Mercury,Venus,1417-08-15 03:41 UT (Julian),2238843.6534722084,1.6243611412392056e-05,4.119925019286983,177.27321925279924,26.95672501717101,longitude_conjunction
Venus,Mars,1417-09-23 09:34 UT (Julian),2238882.898611097,0.00017038066229702054,7.022685608302958,161.36046925278134,27.353297625822137,longitude_conjunction
Venus,Mars,1417-11-14 05:04 UT (Julian),2238934.711111096,2.5886665298457956e-05,0.7540126310938253,193.91565279964001,46.770160653281096,longitude_conjunction
Mercury,Jupiter,1418-03-11 04:49 UT (Julian),2239051.7006944297,0.0004595952287331784,1.052018643733539,8.350838036192746,9.391102210104123,longitude_conjunction
Venus,Jupiter,1418-04-17 17:29 UT (Julian),2239089.228472207,3.0291038854102226e-05,0.39862740284178183,17.333332146914724,18.326546343302198,longitude_conjunction
Mercury,Venus,1418-04-27 21:04 UT (Julian),2239099.377777764,0.00023864869700673808,0.9158850399922304,29.756639497240148,15.702768010111498,longitude_conjunction
Mercury,Venus,1418-06-12 19:55 UT (Julian),2239145.3298610947,0.0002607947375850017,0.6621256137363322,86.06820280278706,3.3631666708504326,longitude_conjunction
Mercury,Saturn,1418-07-11 06:15 UT (Julian),2239173.760416651,0.0003264640430700183,0.5689295402066884,139.90188823086083,23.35681378774933,longitude_conjunction
Venus,Saturn,1418-07-28 05:45 UT (Julian),2239190.739583318,5.6029468936458215e-05,0.14008601688699834,141.9991874437692,9.193600602677634,longitude_conjunction
Mercury,Venus,1418-08-14 11:24 UT (Julian),2239207.974999985,9.65173621239046e-05,5.824231027777182,163.30256143739865,13.881190413569612,longitude_conjunction
Mars,Jupiter,1419-02-17 02:33 UT (Julian),2239394.606249983,9.916744846805159e-05,1.470478654218043,31.99500102138057,55.262540681220685,longitude_conjunction
Venus,Jupiter,1419-03-07 16:34 UT (Julian),2239413.190277763,6.975184959401304e-05,6.252466973388438,35.62619095642717,40.384573934198556,longitude_conjunction
Venus,Jupiter,1419-03-27 17:08 UT (Julian),2239433.2138888743,4.975539522433792e-05,7.718879768501378,39.978152443926646,25.018025313700633,longitude_conjunction
Mercury,Venus,1419-05-01 21:11 UT (Julian),2239468.3826388754,0.00011811343543399744,4.563369474146054,24.06988158557521,25.010000770731637,longitude_conjunction
Mercury,Jupiter,1419-05-19 08:02 UT (Julian),2239485.8347222055,0.00015431641966756615,0.2959696110709653,52.2487754002888,13.567444265506737,longitude_conjunction
Mercury,Mars,1419-06-16 06:58 UT (Julian),2239513.790277762,0.00029319681232209405,0.7236015656369972,110.01705765179162,17.525601758287053,longitude_conjunction
Venus,Jupiter,1419-07-01 13:48 UT (Julian),2239529.0749999834,6.154296826821337e-05,2.39982661575449,61.64233977873112,45.42328151055406,longitude_conjunction
Mercury,Mars,1419-08-03 15:49 UT (Julian),2239562.1590277636,0.0002417907530229968,5.710053956244713,140.77724581300245,2.027916788531428,longitude_conjunction
Mars,Saturn,1419-08-30 04:47 UT (Julian),2239588.699305541,0.00011062003798656406,0.5985487681632462,157.69863335157248,6.765805937308301,longitude_conjunction
Mercury,Saturn,1419-09-03 20:02 UT (Julian),2239593.3347222055,7.15933364006105e-05,0.11939968283754808,158.27625573781853,10.714369433541123,longitude_conjunction
