element_id,folio,panel_id,zodiac_role,ordinal_provisional,x_native_r1,y_native_r1,x_native_r2,y_native_r2,measurement_delta_px,ring_index,orientation_deg,visual_marker_class,color_class,label_present,connection_class,audit_status,source_sha256,source_file,object_geometry_type,notes
f73v-E09,73v,f73v,Sagittarius,9,,,,,,,,,,,,UNMEASURED,,,POINT_CENTROID,
f73v-E10,73v,f73v,Sagittarius,10,,,,,,,,,,,,UNMEASURED,,,POINT_CENTROID,
f73v-E11,73v,f73v,Sagittarius,11,,,,,,,,,,,,UNMEASURED,,,POINT_CENTROID,
f73v-E12,73v,f73v,Sagittarius,12,,,,,,,,,,,,UNMEASURED,,,POINT_CENTROID,
f73v-E13,73v,f73v,Sagittarius,13,,,,,,,,,,,,UNMEASURED,,,POINT_CENTROID,
f73v-E14,73v,f73v,Sagittarius,14,,,,,,,,,,,,UNMEASURED,,,POINT_CENTROID,
f73v-E15,73v,f73v,Sagittarius,15,,,,,,,,,,,,UNMEASURED,,,POINT_CENTROID,
f73v-E16,73v,f73v,Sagittarius,16,,,,,,,,,,,,UNMEASURED,,,POINT_CENTROID,
f73v-E17,73v,f73v,Sagittarius,17,,,,,,,,,,,,UNMEASURED,,,POINT_CENTROID,
f73v-E18,73v,f73v,Sagittarius,18,,,,,,,,,,,,UNMEASURED,,,POINT_CENTROID,
f73v-E19,73v,f73v,Sagittarius,19,,,,,,,,,,,,UNMEASURED,,,POINT_CENTROID,
f73v-E20,73v,f73v,Sagittarius,20,,,,,,,,,,,,UNMEASURED,,,POINT_CENTROID,
f73v-E21,73v,f73v,Sagittarius,21,,,,,,,,,,,,UNMEASURED,,,POINT_CENTROID,
f73v-E22,73v,f73v,Sagittarius,22,,,,,,,,,,,,UNMEASURED,,,POINT_CENTROID,
f73v-E23,73v,f73v,Sagittarius,23,,,,,,,,,,,,UNMEASURED,,,POINT_CENTROID,
f73v-E24,73v,f73v,Sagittarius,24,,,,,,,,,,,,UNMEASURED,,,POINT_CENTROID,
f73v-E25,73v,f73v,Sagittarius,25,,,,,,,,,,,,UNMEASURED,,,POINT_CENTROID,
f73v-E26,73v,f73v,Sagittarius,26,,,,,,,,,,,,UNMEASURED,,,POINT_CENTROID,
f73v-E27,73v,f73v,Sagittarius,27,,,,,,,,,,,,UNMEASURED,,,POINT_CENTROID,
f73v-E28,73v,f73v,Sagittarius,28,,,,,,,,,,,,UNMEASURED,,,POINT_CENTROID,
f73v-E29,73v,f73v,Sagittarius,29,,,,,,,,,,,,UNMEASURED,,,POINT_CENTROID,
f73v-E30,73v,f73v,Sagittarius,30,,,,,,,,,,,,UNMEASURED,,,POINT_CENTROID,
